incident_characteristics,incident_id,date,state,city_or_county,address,n_killed,n_injured,latitude,location_description,longitude,n_guns_involved
"Shot - Dead (murder, accidental, suicide)",196650,2014-09-24,California,Vallejo,Admiral Callaghen and Columbus,1,0,38.1376,,-122.213,
"Shot - Dead (murder, accidental, suicide)",197556,2014-09-24,California,Bakersfield,Pioneer Drive and Esperanza Street,1,0,35.369,,-118.903,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Defensive Use",196598,2014-09-25,California,San Francisco,California and Battery ,1,1,37.7932,,-122.4,
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",196610,2014-09-25,California,San Jose,Rancho Drive ,2,0,37.2827,,-121.837,
"Shot - Dead (murder, accidental, suicide)",196665,2014-09-26,California,Lodi,Central and Vine ,1,0,38.1232,,-121.265,
"Shot - Dead (murder, accidental, suicide)",197572,2014-09-27,California,Hemet,25800 block of Fourth Street,1,0,33.7471,,-116.892,
"Shot - Dead (murder, accidental, suicide)",197476,2014-09-27,California,San Jose,100 block of Azucar Avenue near Roeder Road,1,0,37.2637,,-121.81,
"Shot - Dead (murder, accidental, suicide)",198996,2014-09-27,California,Hollywood,4156 Rosewood Avenue,1,0,34.0787,,-118.295,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",197478,2014-09-28,California,Compton,900 block of North Evers Avenue,1,0,33.902,,-118.247,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge",197917,2014-09-28,California,Los Angeles,400 block of E 138th St,2,0,33.9067,,-118.267,1.0
"Shot - Dead (murder, accidental, suicide)",198994,2014-09-28,California,Long Beach,11th Street and Walnut Avenue,1,0,33.7808,,-118.172,
"Shot - Dead (murder, accidental, suicide)",206207,2014-09-29,California,Paramount,13801 Paramount Boulevard,1,0,33.9105,,-118.16,
"Shot - Dead (murder, accidental, suicide)||Domestic Violence||Defensive Use",198749,2014-09-30,California,Bell Gardens,6300 block of East Gage Avenue,1,0,33.9741,,-118.15,
"Shot - Dead (murder, accidental, suicide)||Defensive Use||Defensive Use - Victim stops crime||Bar/club incident - in or around establishment||Possession of gun by felon or prohibited person",199248,2014-10-01,California,Oakland,1100 block of Clay Street,1,0,37.8032,,-122.275,1.0
"Shot - Dead (murder, accidental, suicide)||Possession of gun by felon or prohibited person",199992,2014-10-01,California,Oakland,2500 block of 80th Avenue,1,0,37.7635,,-122.167,1.0
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Defensive Use||Kidnapping/abductions/hostage",199256,2014-10-01,California,San Bernardino,Osbun Rd and E Amanda St,1,0,34.125,,-117.249,1.0
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",199235,2014-10-01,California,Fresno County,2000 block of Dudley Avenue ,1,0,36.754,,-119.806,
"Shot - Dead (murder, accidental, suicide)",204312,2014-10-02,California,Merced,1100 block of M Street,1,0,37.2957,,-120.488,
"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",200006,2014-10-02,California,Hollywood,Melrose Avenue ,1,0,34.0838,,-118.323,
"Shot - Dead (murder, accidental, suicide)||Hate crime||Armed robbery with injury/death and/or evidence of DGU found",204277,2014-10-02,California,Hollywood,600 block of North Kenmore Avenue,1,0,34.0812,,-118.297,
"Shot - Dead (murder, accidental, suicide)",200831,2014-10-03,California,Palo Alto,1100 block of Laurel Avenue ,1,0,37.4701,,-122.152,
"Shot - Dead (murder, accidental, suicide)||Brandishing/flourishing/open carry/lost/found||Defensive Use",200835,2014-10-03,California,Victorville,15300 block of Foal Court ,1,0,34.5258,,-117.355,
"Shot - Dead (murder, accidental, suicide)",206205,2014-10-03,California,Los Angeles,1300 block of Amalia Avenue,1,0,34.0139,,-118.158,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",200212,2014-10-03,California,San Bernardino,600 block of West 6th Street ,1,0,34.1102,,-117.296,
"Shot - Dead (murder, accidental, suicide)",200837,2014-10-04,California,San Bernardino,7100 block of Argyle Ave,1,0,34.125,,-117.243,1.0
"Shot - Dead (murder, accidental, suicide)",200839,2014-10-04,California,San Bernardino,4200 block of N. Sierra Way ,1,0,34.1666,,-117.285,
"Shot - Dead (murder, accidental, suicide)||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",200821,2014-10-04,California,Oakland,3300 block of 72nd Ave,1,0,37.7697,,-122.173,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - Bystander shot",201470,2014-10-04,California,Los Angeles,1153 E 75th Street,1,1,33.9724,,-118.255,1.0
"Shot - Dead (murder, accidental, suicide)",206200,2014-10-04,California,Los Angeles,South Halldale Avenue and West 84th Place,1,0,33.9618,,-118.302,
"Shot - Dead (murder, accidental, suicide)",206202,2014-10-04,California,Los Angeles,100 North Toluca Street,1,0,34.0627,,-118.258,
"Shot - Dead (murder, accidental, suicide)",200812,2014-10-04,California,Bakersfield,Towerline Road ,1,0,35.322,,-118.807,
"Shot - Dead (murder, accidental, suicide)",201481,2014-10-05,California,San Francisco,200 block of Harbor Road ,1,0,37.7334,,-122.38,
"Shot - Dead (murder, accidental, suicide)",201479,2014-10-05,California,Modesto,600 block of River Road,2,0,37.6267,,-120.987,
"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Defensive Use",202780,2014-10-05,California,Lake Elsinore,100 block of S. Torn Ranch Road,1,0,33.6893,,-117.385,
"Shot - Dead (murder, accidental, suicide)||Defensive Use",201497,2014-10-05,California,Stockton,2500 block of El Dorado Street ,1,0,37.925,,-121.281,
"Shot - Dead (murder, accidental, suicide)",206197,2014-10-05,California,Pomona,North Date Street and West Hold Avenue,1,0,34.0619,,-117.771,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",201035,2014-10-05,California,Oakland,14th Street and Franklin Street,1,2,37.8039,,-122.27,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",201489,2014-10-06,California,Oroville,CA 70 and Nelson Ave,1,1,39.5247,,-121.574,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",202287,2014-10-07,California,Bakersfield,East 18th Street ,1,1,35.3732,,-118.993,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Officer Involved Shooting - subject/suspect/perpetrator killed||Defensive Use||Possession (gun(s) found during commission of other crimes)",202773,2014-10-07,California,San Francisco,400 block of Bryant Street,1,1,37.7831,,-122.394,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",203399,2014-10-09,California,Merced,Childs and M,1,1,37.2882,,-120.493,1.0
"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator suicide at standoff||Kidnapping/abductions/hostage||Institution/Group/Business",203091,2014-10-09,California,Torrance,2300 block of Sepulveda Boulevard ,1,0,33.8205,,-118.323,
"Shot - Dead (murder, accidental, suicide)",203306,2014-10-09,California,North Hollywood,Laurel Canyon and Victory boulevards,1,0,34.1867,,-118.396,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",205880,2014-10-10,California,Arrowbear,32000 block of Arrowbear Drive,2,0,34.2107,,-117.084,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement",203883,2014-10-10,California,Watsonville,972 Main St,2,1,36.9155,Fish House Bar and Grill,-121.765,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",203402,2014-10-10,California,San Francisco,500 block of Natoma Street ,2,0,37.7802,,-122.408,
"Shot - Dead (murder, accidental, suicide)",204303,2014-10-11,California,Stockton,1500 block of Bordeaux Avenue,1,0,38.0241,,-121.288,
"Shot - Dead (murder, accidental, suicide)",204305,2014-10-11,California,Stockton,3200 block of Farmington Road,1,0,37.9391,,-121.24,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",204230,2014-10-11,California,Oakland,83rd Avenue,1,2,37.7563,,-122.176,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",204852,2014-10-12,California,Arvin,38000 block of Comanche Point Road,1,1,35.1511,,-118.82,
"Shot - Dead (murder, accidental, suicide)",214843,2014-10-12,California,Los Angeles,8100 S. Avalon Boulevard,1,0,33.9656,,-118.265,
"Shot - Dead (murder, accidental, suicide)",937693,2014-10-12,California,Oakland,73rd Ave and International Blvd,1,0,37.7592,,-122.187,1.0
"Shot - Dead (murder, accidental, suicide)",204459,2014-10-12,California,Los Angeles,14600 block of Novice Street,1,0,34.2437,,-118.45,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",204310,2014-10-12,California,Stockton,1100 block of East March Lane,3,1,38.0014,,-121.293,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",205287,2014-10-13,California,Oakland,900 block of 69th Street ,1,1,37.7566,,-122.196,
"Shot - Dead (murder, accidental, suicide)",205283,2014-10-14,California,Pacoima (Arleta),12700 block of Branford St,1,0,34.2444,Branford Village Apts,-118.408,1.0
"Shot - Dead (murder, accidental, suicide)",205883,2014-10-14,California,Running Springs,,2,0,34.2144,,-117.118,
"Shot - Dead (murder, accidental, suicide)",212344,2014-10-14,California,Los Angeles,2200 block of 8th Avenue,1,0,34.0369,,-118.326,
"Shot - Dead (murder, accidental, suicide)",207357,2014-10-14,California,Fairfield,1500 block of Union Avenue,1,0,38.2579,,-122.04,
"Shot - Dead (murder, accidental, suicide)",214841,2014-10-14,California,Paramount,8500 block of Flower Street,1,0,33.882,,-118.151,
"Shot - Dead (murder, accidental, suicide)",214833,2014-10-15,California,Los Angeles,95th Street off Main Street,1,0,33.7173,,-118.299,
"Shot - Dead (murder, accidental, suicide)",206748,2014-10-16,California,Delano,13th and Clinton,1,0,35.7716,,-119.256,
"Shot - Dead (murder, accidental, suicide)",214826,2014-10-17,California,Los Angeles,6428 S. Vermont Avenue,1,0,33.9805,,-118.291,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",207655,2014-10-18,California,Merced,West Ninth Street and N Street,1,0,37.2943,,-120.491,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",210160,2014-10-18,California,La Quinta,51585 Avenida Carranza,2,1,33.6739,,-116.312,
"Shot - Dead (murder, accidental, suicide)",207586,2014-10-18,California,Rancho Cordova,10700 block of Ambassador Drive,1,0,38.6164,,-121.293,
"Shot - Dead (murder, accidental, suicide)",207254,2014-10-18,California,Oakland,800 block of Mead Avenue,1,0,37.8165,,-122.275,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",207900,2014-10-19,California,Palmdale,1600 block of East Avenue Q-6 ,1,1,34.5997,,-118.129,
"Shot - Dead (murder, accidental, suicide)",207481,2014-10-19,California,Riverside,8400 block of Gramercy Place,1,0,33.9373,,-117.463,
"Shot - Dead (murder, accidental, suicide)",207879,2014-10-19,California,Oakland,800 block of 46th St,1,0,37.8347,,-122.27,1.0
"Shot - Dead (murder, accidental, suicide)",214824,2014-10-20,California,Los Angeles,East Edgeward Road and Kellam Avenue,1,0,34.0712,,-118.256,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide^||Attempted Murder/Suicide (one variable unsuccessful)||Domestic Violence",208753,2014-10-20,California,Burbank,3615 N. San Fernando Boulevard,1,1,34.2062,Affordable Storage RV,-118.351,
"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",209408,2014-10-21,California,Rosemead,9000 block of Garvey Ave,1,0,34.0627,,-118.073,1.0
"Shot - Dead (murder, accidental, suicide)",209716,2014-10-22,California,Redway,3984 Redwood Dr,1,0,40.1404,Dean Creek Resort,-123.813,1.0
"Shot - Dead (murder, accidental, suicide)||Gang involvement",209579,2014-10-22,California,Anaheim,2300 block of West Greenacre Avenue,1,0,33.8419,,-117.964,
"Shot - Dead (murder, accidental, suicide)",209721,2014-10-22,California,Fresno,Palm and Fedora ,1,0,36.784,,-119.809,
"Shot - Dead (murder, accidental, suicide)",209403,2014-10-22,California,Tulare,600 block of North Milner Street,1,0,36.2199,,-119.374,
"Shot - Dead (murder, accidental, suicide)",211285,2014-10-23,California,Glendora,210 Freeway and Sunflower Avenue,1,0,34.1144,,-117.846,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Home Invasion||Armed robbery with injury/death and/or evidence of DGU found",210861,2014-10-23,California,Porterville,1100 block of N. Lime Street,1,1,36.0871,,-119.018,
"Shot - Dead (murder, accidental, suicide)||ShotSpotter",209703,2014-10-23,California,Oakland,1500 block of 29th Ave,1,0,37.78,,-122.228,1.0
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - Officer shot||Officer Involved Shooting - Officer killed||Spree Shooting (multiple victims, multiple locations)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)||Car-jacking",210151,2014-10-24,California,Sacramento,2030 Arden Way,2,3,38.5956,,-121.419,1.0
"Shot - Dead (murder, accidental, suicide)",210868,2014-10-25,California,Los Angeles,W. 84th and S. Hoover ,1,0,33.9621,,-118.287,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Brandishing/flourishing/open carry/lost/found||Defensive Use",210866,2014-10-25,California,Huntington Beach,Gothard and Ernest ,1,0,33.6895,,-118.002,
"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide",210864,2014-10-25,California,San Clemente,167 Avenida Del Mar ,2,0,33.4264,,-117.614,
"Shot - Dead (murder, accidental, suicide)",211525,2014-10-25,California,Los Angeles,88th Place and Wall Street,1,0,33.9565,,-118.272,
"Shot - Dead (murder, accidental, suicide)",211479,2014-10-26,California,Coachella,48000 block of Camino Las Brisas,1,0,33.6962,,-116.213,
"Shot - Dead (murder, accidental, suicide)",216157,2014-10-26,California,Alameda,Clinton Avenue,1,0,37.7642,,-122.256,
"Shot - Dead (murder, accidental, suicide)||Road rage",214699,2014-10-26,California,Oakland,98th Street,1,0,37.7389,,-122.18,
"Shot - Dead (murder, accidental, suicide)||Road rage",211151,2014-10-26,California,Oakland,400 block of Rossmoor Avenue,1,0,37.7351,,-122.188,
"Shot - Dead (murder, accidental, suicide)",221528,2014-10-26,California,Los Angeles,1000 block of Martin Luther King Jr. Boulevard,1,0,33.9383,,-118.227,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",211494,2014-10-26,California,Los Angeles (Watts),2200 block of E. 114th Street,1,1,33.9311,,-118.243,
"Shot - Dead (murder, accidental, suicide)",214822,2014-10-27,California,Los Angeles,1736 W. 125th Street,1,0,33.919,,-118.308,
"Shot - Dead (murder, accidental, suicide)",213977,2014-10-27,California,Newark,Thornton Avenue,1,0,37.5286,,-122.043,
"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Officer Involved Shooting - subject/suspect/perpetrator unarmed||Gang involvement||Under the influence of alcohol or drugs (only applies to the subject/suspect/perpetrator )",212682,2014-10-27,California,Paramount,Paramount and Downey,1,0,33.882,,-118.16,1.0
"Shot - Dead (murder, accidental, suicide)||Road rage",212662,2014-10-28,California,Berkeley,598 University Avenue ,1,0,37.8667,,-122.304,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide - Attempt",212565,2014-10-28,California,Los Gatos,100 block of Dover Court,1,1,37.2369,,-121.943,
"Shot - Dead (murder, accidental, suicide)",213322,2014-10-28,California,Montclair,4500 block of Canoga Street ,1,0,34.0659,,-117.707,
"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement||Officer Involved Incident||Officer Involved Shooting - Officer killed",212194,2014-10-28,California,San Gabriel,100 block of San Marino Avenue ,1,1,34.1025,,-118.102,
